Wall time,Step,Value
1715920518.5220325,100,0.1934182494878769
1715920528.1070983,200,0.018845349550247192
1715920537.8800716,300,0.0015644333325326443
1715920547.7006147,400,0.0006818603142164648
1715920557.3053396,500,0.00113862962462008
1715920566.4353874,600,0.0003047488571610302
1715920575.6414719,700,0.004024640657007694
1715920585.0902247,800,0.006312931422144175
1715920594.1145968,900,0.0002750159183051437
1715920603.6182723,1000,0.002094132360070944
1715920612.9545944,1100,0.0007208287133835256
1715920624.3082926,1200,0.0038717372808605433
1715920635.641095,1300,0.000528589473105967
1715920646.8326743,1400,0.00016426581714767963
1715920658.843149,1500,0.0004370548704173416
1715920671.5522447,1600,0.00018726654525380582
1715920684.2513475,1700,0.00015836222155485302
1715920696.472516,1800,0.00012868714111391455
1715920710.5522468,1900,0.0002783854433801025
1715920724.5985355,2000,0.00022128589625936002
1715920738.6662736,2100,0.0003313598281238228
1715920752.912889,2200,0.00017546434537507594
1715920767.0591908,2300,0.00021458427363540977
1715920781.0819154,2400,0.0001216265227412805
1715920795.1325035,2500,0.00023293105186894536
1715920809.1713848,2600,0.0002151626831619069
1715920823.0737019,2700,0.000140589356306009
1715920836.7604685,2800,0.0004397818702273071
1715920850.2743654,2900,0.00026614568196237087
1715920863.6652582,3000,0.0004117579956073314
1715920876.9406085,3100,0.0002696643932722509
1715920890.3257856,3200,0.001455912017263472
1715920903.7010431,3300,0.0002598024730104953
1715920917.0310667,3400,0.0005055158399045467
1715920930.4166281,3500,0.0005862624966539443
1715920943.7648315,3600,0.00045123815652914345
1715920957.1465352,3700,0.0004236700478941202
1715920970.509945,3800,0.00028345509781502187
1715920983.892183,3900,0.0001525549596408382
1715920997.0673447,4000,0.0001392978010699153
1715921009.3275254,4100,0.0001868412218755111
1715921022.3801494,4200,0.00016328823403455317
1715921036.3722527,4300,0.00011357566108927131
1715921050.482548,4400,0.0005324103403836489
1715921064.1926382,4500,0.0005191583186388016
1715921077.8355696,4600,0.0005670327809639275
1715921091.2196023,4700,0.00011741781781893224
1715921104.5855176,4800,0.00017030070011969656
1715921117.9154701,4900,0.0001310589723289013
1715921131.310598,5000,0.00021433035726659
1715921144.870693,5100,0.0001866545935627073
1715921158.1484418,5200,0.00012335448991507292
1715921171.5046036,5300,0.00010272893268847838
1715921185.0302415,5400,0.00029139345861040056
1715921198.441152,5500,0.00013251425116322935
1715921211.8891912,5600,0.00011561988503672183
1715921225.4061315,5700,0.00015542982146143913
1715921238.7574034,5800,0.0002237855369457975
1715921252.1562345,5900,0.00030307291308417916
1715921265.4295123,6000,0.00023396272445097566
1715921278.787707,6100,0.000171575098647736
1715921292.333236,6200,9.417178080184385e-05
1715921305.8929462,6300,0.00014381787332240492
1715921319.254641,6400,0.00023677937861066312
1715921332.5886517,6500,0.0003864820464514196
1715921346.15503,6600,0.0003087775257881731
1715921359.7320442,6700,0.00017979608674068004
1715921373.3365443,6800,0.0001051812942023389
1715921386.8796625,6900,9.092935943044722e-05
1715921400.6901207,7000,9.232696902472526e-05
1715921414.3675382,7100,0.00019121130753774196
1715921427.76636,7200,0.00010676763486117125
1715921441.010207,7300,0.00013276495155878365
1715921454.1320825,7400,0.00014510913752019405
1715921467.3453965,7500,0.00010063777881441638
1715921480.3853483,7600,9.827583562582731e-05
1715921493.5757205,7700,0.00018199768965132535
1715921506.5983853,7800,0.00010362331522628665
1715921519.85151,7900,0.00014252340770326555
1715921533.2870772,8000,0.00037712370976805687
1715921546.540735,8100,0.00010379462037235498
