Wall time,Step,Value
1715935987.380076,100,0.9894570112228394
1715935997.5932019,200,0.9712358117103577
1715936007.9183445,300,0.9502642750740051
1715936018.3819745,400,0.910998523235321
1715936027.5774221,500,0.8457483649253845
1715936040.0447605,600,0.7692622542381287
1715936052.5423465,700,0.6923973560333252
1715936065.0289953,800,0.6007657647132874
1715936077.5384793,900,0.5325643420219421
1715936090.0458362,1000,0.4184674322605133
1715936102.6075628,1100,0.33032169938087463
1715936114.8963249,1200,0.2814026474952698
1715936127.2943442,1300,0.25216618180274963
1715936139.645536,1400,0.23244045674800873
1715936152.427537,1500,0.2205338478088379
1715936164.9886475,1600,0.21209487318992615
1715936177.3234959,1700,0.20908543467521667
1715936189.7751772,1800,0.19788534939289093
1715936202.101237,1900,0.1946137249469757
1715936214.4748323,2000,0.19094380736351013
1715936226.8301704,2100,0.18679364025592804
1715936239.175427,2200,0.18199270963668823
1715936251.458626,2300,0.1796475201845169
1715936263.5373232,2400,0.17647376656532288
1715936277.6708002,2500,0.17265814542770386
1715936291.7554224,2600,0.16695727407932281
1715936305.8768158,2700,0.16357421875
1715936320.1193016,2800,0.16040340065956116
1715936334.3206494,2900,0.15730738639831543
1715936348.4644065,3000,0.15563347935676575
1715936362.6727622,3100,0.1517888903617859
1715936376.8030372,3200,0.14930522441864014
1715936390.8501573,3300,0.14839623868465424
1715936405.3611658,3400,0.14512136578559875
1715936419.614865,3500,0.14460650086402893
1715936433.8853257,3600,0.14160200953483582
1715936448.1230075,3700,0.14078371226787567
1715936462.455009,3800,0.13865073025226593
1715936476.7220988,3900,0.13694702088832855
1715936491.1888702,4000,0.1355770081281662
1715936505.5855017,4100,0.1339392215013504
1715936519.9871752,4200,0.13226035237312317
1715936534.3263407,4300,0.13127535581588745
1715936548.7783241,4400,0.12940718233585358
1715936563.2180457,4500,0.12808892130851746
1715936577.7028847,4600,0.12719939649105072
1715936592.045259,4700,0.12522059679031372
1715936606.3226855,4800,0.12394510209560394
1715936620.396274,4900,0.12293058633804321
1715936634.4409242,5000,0.1216580718755722
1715936648.4647784,5100,0.1203853040933609
1715936662.2616947,5200,0.11881992220878601
1715936676.0091608,5300,0.11852361261844635
1715936689.984572,5400,0.11671072244644165
1715936703.912188,5500,0.11565352976322174
1715936717.9392264,5600,0.11436469852924347
1715936731.9830682,5700,0.11294510215520859
1715936745.8902354,5800,0.11197486519813538
1715936759.8858075,5900,0.11061561852693558
1715936774.1175168,6000,0.1091761365532875
1715936788.2252111,6100,0.1083020567893982
1715936802.3498495,6200,0.10686355084180832
1715936816.6321723,6300,0.10580210387706757
1715936830.9082532,6400,0.10490231215953827
1715936845.0723085,6500,0.10376054793596268
1715936859.3154707,6600,0.10257793217897415
1715936873.6165297,6700,0.1016019657254219
1715936887.7968857,6800,0.10051547735929489
1715936901.93403,6900,0.10012456029653549
1715936916.0349207,7000,0.09873878955841064
1715936930.136043,7100,0.09821753203868866
1715936944.2086692,7200,0.09729644656181335
1715936958.2740955,7300,0.09652102738618851
1715936972.2055151,7400,0.0957837626338005
1715936986.1349113,7500,0.09506139904260635
1715937000.210808,7600,0.09426388889551163
1715937014.175217,7700,0.09354688227176666
1715937028.1134336,7800,0.09281294792890549
1715937042.0784762,7900,0.0925469771027565
1715937056.0870128,8000,0.09185951203107834
1715937070.0825043,8100,0.0915115475654602
1715937084.0761595,8200,0.09126224368810654
1715937098.1046011,8300,0.09039200842380524
1715937112.0610855,8400,0.09014655649662018
1715937125.9623253,8500,0.08950339257717133
1715937139.9408925,8600,0.08933154493570328
1715937153.7443976,8700,0.08879854530096054
1715937167.6795135,8800,0.08830778300762177
1715937181.6763518,8900,0.08797657489776611
1715937195.5604908,9000,0.08776416629552841
1715937209.3993323,9100,0.08743748068809509
1715937223.2091203,9200,0.08690779656171799
1715937236.7660549,9300,0.08675447106361389
1715937250.4894428,9400,0.08645683526992798
1715937264.2060347,9500,0.08612135052680969
1715937277.8567743,9600,0.08571429550647736
1715937291.5820184,9700,0.0856003686785698
1715937305.2913792,9800,0.08533601462841034
1715937319.0123057,9900,0.08507189899682999
1715937332.741615,10000,0.08479742705821991
1715937346.4964077,10100,0.08445671945810318
1715937356.8884952,10200,0.08429569005966187
1715937367.159539,10300,0.08412981778383255
1715937377.4729223,10400,0.08390841633081436
1715937387.859031,10500,0.08366646617650986
1715937398.1955621,10600,0.08351995795965195
1715937408.590631,10700,0.08324786275625229
1715937418.9207127,10800,0.08309625834226608
1715937429.4126902,10900,0.08296024054288864
1715937439.7688115,11000,0.08279208838939667
1715937450.1979463,11100,0.08256592601537704
1715937460.6227956,11200,0.08239975571632385
1715937471.0404508,11300,0.08220627158880234
