Wall time,Step,Value
1715925422.3115811,100,0.41974708437919617
1715925431.6325908,200,0.10994254797697067
1715925440.7088864,300,0.008723871782422066
1715925449.4688265,400,0.002764491131529212
1715925458.4050252,500,0.0010634084464982152
1715925467.1705394,600,0.0007190461037680507
1715925476.4569674,700,0.0006144081125967205
1715925485.3792682,800,0.0005540661513805389
1715925494.6090915,900,0.00048162174061872065
1715925503.6474397,1000,0.0004132842586841434
1715925512.182065,1100,0.00042868073796853423
1715925521.4064178,1200,0.00038360655889846385
1715925530.4243817,1300,0.0003520723548717797
1715925539.593023,1400,0.00032091414323076606
1715925548.7310188,1500,0.0003147927636746317
1715925558.1338007,1600,0.00034664603299461305
1715925566.7853951,1700,0.0002951241913251579
1715925575.793911,1800,0.00028046860825270414
1715925584.6166909,1900,0.0002717415045481175
1715925593.7073548,2000,0.00025749343330971897
1715925602.6079335,2100,0.0002610341471154243
1715925611.5881252,2200,0.0002713704016059637
1715925620.4850569,2300,0.0003962455957662314
1715925627.2030613,2400,0.08865920454263687
1715925637.6171584,2500,0.004177484195679426
1715925648.3485353,2600,0.001691170851700008
1715925658.8688254,2700,0.0007898637559264898
1715925669.9026072,2800,0.00040504889329895377
1715925680.4548576,2900,0.0002886246074922383
1715925690.9656405,3000,0.00024745232076384127
1715925703.2150054,3100,0.00022483123757410794
1715925715.5058427,3200,0.0002194980625063181
1715925727.4290967,3300,0.0002215978893218562
1715925739.4213014,3400,0.00020759522158186883
1715925751.5037572,3500,0.00020663828763645142
1715925763.6541288,3600,0.00020148853946011513
1715925775.7847657,3700,0.0002071863564196974
1715925787.347254,3800,0.00018954530241899192
1715925799.3145142,3900,0.0002018435043282807
1715925811.537621,4000,0.00018836476374417543
1715925823.7975137,4100,0.00018360812100581825
1715925835.1899047,4200,0.00019100622739642859
1715925848.4096568,4300,0.0001866931124823168
1715925861.765961,4400,0.0001819003518903628
1715925875.2541986,4500,0.00017757546447683126
1715925888.7836494,4600,0.000186770994332619
1715925902.1614373,4700,0.00019992506713606417
1715925915.5247254,4800,0.00017537371604703367
1715925928.9058068,4900,0.0001723613531794399
1715925942.4442427,5000,0.00017659492732491344
1715925955.850779,5100,0.00017350763664580882
1715925969.1332872,5200,0.0001683861337369308
1715925982.7070239,5300,0.00018909592472482473
1715925996.4924169,5400,0.00018866486789193004
1715926010.5095236,5500,0.0001766513887559995
1715926023.072966,5600,0.00016803527250885963
1715926035.355106,5700,0.0001859546609921381
1715926048.1846433,5800,0.0001659783156355843
1715926061.4551497,5900,0.0001635031949263066
1715926074.7063432,6000,0.000165831865160726
1715926087.936641,6100,0.00016809685621410608
1715926101.1783252,6200,0.0002271301345899701
1715926114.2217684,6300,0.00016876604058779776
1715926127.0335011,6400,0.00016058911569416523
1715926139.34374,6500,0.00016089640848804265
1715926151.716225,6600,0.00016285741003230214
1715926164.4726903,6700,0.00016356467676814646
1715926178.07602,6800,0.00017394957831129432
1715926191.7097116,6900,0.00015834720397833735
1715926205.542513,7000,0.00016116650658659637
1715926219.1342137,7100,0.00016135296027641743
1715926232.6948552,7200,0.00015833617362659425
1715926246.3838518,7300,0.00017627011402510107
1715926259.7443662,7400,0.0001672926446190104
1715926272.9507082,7500,0.0001583158882567659
1715926286.290525,7600,0.00016806706844363362
1715926299.7492461,7700,0.0001732599048409611
1715926312.9576023,7800,0.00016917026368901134
1715926326.2435982,7900,0.00018051927327178419
