Wall time,Step,Value
1715920709.7223926,100,0.29303503036499023
1715920724.0086014,200,0.11269660294055939
1715920738.3827066,300,0.05984809994697571
1715920752.8663912,400,0.0446743480861187
1715920767.3365653,500,0.033753298223018646
1715920781.7340987,600,0.026794031262397766
1715920796.0493326,700,0.02636013925075531
1715920810.4068472,800,0.018354075029492378
1715920824.7360702,900,0.015341316349804401
1715920838.9697266,1000,0.012396128848195076
1715920852.9655745,1100,0.01184861920773983
1715920866.988065,1200,0.009208030998706818
1715920880.9178545,1300,0.008654593490064144
1715920894.8430483,1400,0.006852955091744661
1715920908.835308,1500,0.006516676861792803
1715920922.7999868,1600,0.00610773079097271
1715920936.8502095,1700,0.01227262057363987
1715920950.6859891,1800,0.005078358110040426
1715920964.5889988,1900,0.004687364678829908
1715920978.6619465,2000,0.004093657247722149
1715920992.9702067,2100,0.004702276084572077
1715921007.3934839,2200,0.003928857389837503
1715921021.79945,2300,0.004601099528372288
1715921036.3040636,2400,0.003553396789357066
1715921050.5083663,2500,0.004125017207115889
1715921064.4846253,2600,0.0037879454903304577
1715921078.4111743,2700,0.003778437850996852
1715921092.3498728,2800,0.0035963403061032295
1715921106.122698,2900,0.0029435111209750175
1715921120.1935027,3000,0.0030263573862612247
1715921134.1664515,3100,0.004639226011931896
1715921147.9284859,3200,0.0028716502711176872
1715921161.8434486,3300,0.0031724409200251102
1715921175.6771607,3400,0.0035563912242650986
1715921189.7017782,3500,0.0033477419055998325
1715921203.6728163,3600,0.0038004876114428043
1715921217.5920107,3700,0.00304470956325531
1715921231.5661454,3800,0.003961450885981321
1715921245.500957,3900,0.00299326004460454
1715921259.4149668,4000,0.0033435113728046417
1715921273.2414799,4100,0.0029783628415316343
1715921287.1007535,4200,0.0044164652936160564
1715921300.8913233,4300,0.0038473657332360744
1715921314.7058463,4400,0.0033870749175548553
1715921328.5451057,4500,0.003420853056013584
1715921342.3905983,4600,0.003597203642129898
1715921355.892728,4700,0.0034045709762722254
1715921369.384135,4800,0.0031927553936839104
1715921382.894799,4900,0.0033905489835888147
1715921396.641049,5000,0.003304053097963333
1715921410.1568787,5100,0.0033878651447594166
1715921423.8743446,5200,0.003440278582274914
1715921437.5316257,5300,0.0033183081541210413
1715921451.1463299,5400,0.003579640295356512
1715921464.8910475,5500,0.0033514529932290316
1715921478.6449358,5600,0.0033746056724339724
1715921492.2978501,5700,0.0035245390608906746
1715921505.8457327,5800,0.003358127549290657
1715921519.4696903,5900,0.0036102673038840294
1715921533.2010849,6000,0.003378927009180188
1715921546.9432273,6100,0.003274014685302973
1715921560.5795763,6200,0.0033608286175876856
1715921574.1338096,6300,0.003409907454624772
1715921587.6856072,6400,0.0033242979552596807
1715921601.4443858,6500,0.003331004874780774
1715921615.0701141,6600,0.0035184600856155157
1715921628.7104921,6700,0.0031513653229922056
1715921642.363783,6800,0.0034877362195402384
1715921656.1346745,6900,0.003384749172255397
1715921669.8045208,7000,0.003316512331366539
1715921683.4910598,7100,0.0030597979202866554
1715921697.1130497,7200,0.003400910645723343
1715921711.0050685,7300,0.0032589968759566545
1715921724.885498,7400,0.0033085723407566547
1715921738.7343876,7500,0.003172218566760421
1715921752.5815735,7600,0.0032749632373452187
1715921766.5995114,7700,0.003254505805671215
1715921780.5455694,7800,0.0032985357102006674
1715921794.2513282,7900,0.0033660733606666327
1715921807.8180895,8000,0.0033044335432350636
1715921821.3875465,8100,0.003277599811553955
1715921835.0390491,8200,0.0033137646969407797
1715921848.8656273,8300,0.0032400419004261494
1715921862.6699138,8400,0.0032685345504432917
1715921876.6047575,8500,0.0033276707399636507
1715921890.5172038,8600,0.0031273660715669394
1715921904.3401897,8700,0.003285594517365098
1715921918.178142,8800,0.0033584940247237682
1715921932.2331238,8900,0.0032924700062721968
1715921946.3154013,9000,0.00313355284743011
1715921960.2433147,9100,0.0032930888701230288
1715921974.3948853,9200,0.0033667266834527254
1715921988.7957327,9300,0.003318686503916979
1715922003.0749393,9400,0.003311424981802702
1715922017.1195698,9500,0.003285430371761322
1715922031.1888351,9600,0.0033314682077616453
1715922045.10947,9700,0.0032763103954494
1715922059.0237377,9800,0.003230857430025935
1715922072.8337011,9900,0.0031812526285648346
1715922086.779141,10000,0.0033114044927060604
1715922100.665214,10100,0.0033148610964417458
1715922114.525676,10200,0.0033134003169834614
1715922128.4495692,10300,0.0032985983416438103
1715922142.3998137,10400,0.0032977350056171417
1715922156.2258694,10500,0.003340182825922966
1715922170.0686078,10600,0.0033151553943753242
1715922183.866167,10700,0.003299943869933486
1715922197.8067489,10800,0.0032689545769244432
1715922211.6971958,10900,0.003313595661893487
1715922225.5535743,11000,0.0033250681590288877
1715922239.431524,11100,0.003291025757789612
1715922253.392617,11200,0.0033452999778091908
1715922267.1401148,11300,0.003341670148074627
1715922281.0410316,11400,0.003342940704897046
1715922294.9059503,11500,0.003364873817190528
1715922308.9054227,11600,0.003351429011672735
1715922322.4712775,11700,0.0032594839576631784
1715922336.317005,11800,0.0033237505704164505
1715922350.1872919,11900,0.0033485586754977703
1715922363.9190686,12000,0.0032053973991423845
1715922377.5820026,12100,0.0033541859593242407
1715922391.307734,12200,0.003314664587378502
